,module_colors
myhb_ChrAur4,turquoise
myhb_ChrAur5,brown
myhz1.1l_ChrAur1,grey
myhz1.1l_ChrAur2,grey
myl12.2_ChrAur1,brown
myl12.2_ChrAur2,turquoise
myl6,turquoise
myl9b,blue
mylipa,blue
mylk4a,turquoise
mylk5,blue
mylka,blue
myo10,blue
myo10l3,blue
myo15aa,turquoise
myo15ab,brown
myo15b,turquoise
myo16,turquoise
myo18aa,blue
myo18ab,grey
myo18b,grey
myo19,turquoise
myo1b,turquoise
myo1ca,blue
myo1cb,blue
myo1d,turquoise
myo1ea,green
myo1eb,turquoise
myo1f,blue
myo1g,blue
myo1ha,turquoise
myo1hb,brown
myo3a,turquoise
myo3b,grey
myo5aa,blue
myo5c,brown
myo6a,grey
myo6b,blue
myo7aa_ChrAur1,black
myo7aa_ChrAur2,grey
myo9aa,turquoise
myo9b,turquoise
myoc_ChrAur1,blue
myocd,blue
myod1_ChrAur1,turquoise
myofl_ChrAur1,turquoise
myofl_ChrAur2,turquoise
myom1a,turquoise
myom1b,turquoise
myom2a,brown
myom2b,grey
myom3,blue
myorg,blue
myot,turquoise
myoz2a,blue
mypn,blue
myrf,blue
myrfl,turquoise
myripa,turquoise
mysm1,yellow
myt1a,brown
myt1la,turquoise
myzap,blue
mzt1,turquoise
mzt2b,turquoise
n4bp1,brown
n4bp2,turquoise
n4bp2l2,turquoise
n4bp3,turquoise
n6amt1,blue
naa10,blue
naa15a,turquoise
naa15b,turquoise
naa20,turquoise
naa25,turquoise
naa30,yellow
naa35,turquoise
naa38,turquoise
naa40,turquoise
naa50,turquoise
naa60,turquoise
naalad2,turquoise
naaladl1,turquoise
naaladl2_ChrAur1,blue
nab1b,blue
nab2,turquoise
nabp1a,turquoise
naca,brown
nacad,turquoise
nacc1a_ChrAur1,turquoise
nacc1a_ChrAur2,turquoise
nacc2,blue
nadk2,turquoise
nadka,turquoise
nadkb,turquoise
nadsyn1,turquoise
nae1,turquoise
naf1,turquoise
naga,turquoise
nagk,turquoise
naglu,grey
nagpa_ChrAur1,blue
nagpa_ChrAur2,grey
nags,blue
naif1,grey
nalcn,brown
nalf1a_ChrAur1,turquoise
nampt1,blue
nampt2,blue
nanog,turquoise
nanos1,blue
nanos2,brown
nanos3,turquoise
nanp,turquoise
nap1l1,turquoise
nap1l4b,blue
napab,brown
napba,brown
napepld,green
napgb,brown
naprt,turquoise
napsa,turquoise
narf,grey
narfl,turquoise
nars1,turquoise
nars2,yellow
nasp_ChrAur1,turquoise
nasp_ChrAur2,turquoise
nat10,blue
nat14,turquoise
nat16,turquoise
nat8,turquoise
nat8l2_ChrAur1,turquoise
nat9,green
nav1b,grey
nav2a,blue
nav3,turquoise
naxd,green
naxe,green
nbas,turquoise
nbeaa,yellow
nbeal1,blue
nbeal2,blue
nbl1,turquoise
nbn,turquoise
nbr1a,blue
nbr1b,blue
ncalda,blue
ncaldb,turquoise
ncam1a,blue
ncam1b,brown
ncam3_ChrAur1,turquoise
ncam3_ChrAur2,turquoise
ncana,green
ncanb,brown
ncapd2,turquoise
ncapd3,turquoise
ncapg,turquoise
ncapg2,turquoise
ncaph,turquoise
ncbp2,turquoise
ncbp2as2,turquoise
nccrp1,blue
ncdn,turquoise
nceh1a_ChrAur1,blue
nceh1a_ChrAur2,grey
ncf1,blue
ncf2,grey
ncf4,blue
nck1b,turquoise
nck2b,turquoise
nckap1,blue
nckap1l,blue
nckap5l,turquoise
ncl,turquoise
ncln,yellow
ncoa1,blue
ncoa2,blue
ncoa3,turquoise
ncoa4,brown
ncoa5,yellow
ncoa6,turquoise
ncoa7a,blue
ncoa7b,brown
ncor1,blue
ncor2,blue
ncs1b,blue
ncstn,turquoise
ndc1,turquoise
ndc80,blue
nde1_ChrAur1,turquoise
nde1_ChrAur2,turquoise
ndel1b_ChrAur1,turquoise
ndel1b_ChrAur2,grey
ndfip1,turquoise
ndfip1l,blue
ndfip2,blue
ndnf,turquoise
ndnl2,turquoise
ndor1,turquoise
ndr1,grey
ndrg1a,blue
ndrg2,grey
ndrg3a,turquoise
ndst1b,turquoise
ndst2a,blue
ndufa1,yellow
ndufa10,turquoise
ndufa11,turquoise
ndufa12,turquoise
ndufa13,turquoise
ndufa2,turquoise
ndufa3,turquoise
ndufa4a,yellow
ndufa4l2a,turquoise
ndufa5,turquoise
ndufa6,turquoise
ndufa7,turquoise
ndufa8,turquoise
ndufa9a,turquoise
ndufab1b,turquoise
ndufaf1,turquoise
ndufaf2,turquoise
ndufaf3,turquoise
ndufaf4,turquoise
ndufaf5,turquoise
ndufaf6,turquoise
ndufaf7,turquoise
ndufaf8,turquoise
ndufb10,turquoise
ndufb11,turquoise
ndufb2,green
ndufb3,turquoise
ndufb4,green
ndufb5,turquoise
ndufb6,turquoise
ndufb7,turquoise
ndufb8,blue
ndufb9,turquoise
ndufc1,yellow
ndufc2,turquoise
ndufs1_ChrAur1,turquoise
ndufs1_ChrAur2,turquoise
ndufs2,turquoise
ndufs3,turquoise
ndufs4,blue
ndufs5,grey
ndufs6,turquoise
ndufs7,turquoise
ndufs8a,turquoise
ndufs8b,grey
ndufv1_ChrAur1,turquoise
ndufv2,yellow
ndufv3,turquoise
neb,blue
nebl,blue
necab3,blue
necap1_ChrAur1,grey
necap1_ChrAur2,turquoise
necap2,turquoise
nectin1b_ChrAur1,turquoise
nectin3a,brown
nectin3b,blue
nectin4a_ChrAur2,turquoise
nedd1,turquoise
nedd4a,turquoise
nedd4l,turquoise
nedd8l_ChrAur1,green
nedd8l_ChrAur2,turquoise
nedd9,blue
neff1,brown
neff2,brown
neflb,brown
negaly6_ChrAur1,grey
negaly6_ChrAur2,turquoise
negr1,turquoise
neil1,turquoise
neil3,turquoise
nek1,grey
nek10,turquoise
nek11,grey
nek12,brown
nek2,turquoise
nek3,grey
nek4,grey
nek7_ChrAur1,turquoise
nek7_ChrAur2,blue
nek8,blue
nek9,turquoise
nelfa,turquoise
nelfb,turquoise
nelfcd,blue
nelfe,turquoise
nell2a,brown
nell3,blue
nemp1,turquoise
nenf,grey
neo1a,turquoise
nepro,turquoise
nes_ChrAur1,turquoise
net1_ChrAur1,blue
net1_ChrAur2,turquoise
neto2b,brown
neu1,turquoise
neu3.1,turquoise
neurl1b,blue
neurl4,yellow
neurod1,turquoise
neurog1,green
nf1a,blue
nf2a,blue
nf2b,turquoise
nfascb,turquoise
nfat5a,turquoise
nfat5b,blue
nfatc1_ChrAur1,turquoise
nfatc2a,turquoise
nfatc3a,blue
nfatc4,turquoise
nfe2l1b,turquoise
nfe2l2a,blue
nfe2l3,turquoise
nfia,blue
nfic,blue
nfil3,blue
nfil3-2,blue
nfil3-5,blue
nfil3-6_ChrAur1,blue
nfil3-6_ChrAur2,blue
nfixa_ChrAur1,blue
nfixa_ChrAur2,turquoise
nfixb,blue
nfkb1,turquoise
nfkb2_ChrAur1,grey
nfkb2_ChrAur2,yellow
nfkbiab_ChrAur1,blue
nfkbiab_ChrAur2,blue
nfkbie,turquoise
nfkbil1,turquoise
nfkbiz,turquoise
nfrkb,turquoise
nfs1,turquoise
nfu1,blue
nfx1,turquoise
nfxl1,grey
nfyal,grey
nfybb,grey
nfyc,turquoise
ngdn,turquoise
ngef,blue
ngfrb,turquoise
ngly1,turquoise
ngrn,turquoise
ngs_ChrAur1,brown
nhej1,blue
nherf1a,grey
nherf1b,turquoise
nherf4b_ChrAur1,turquoise
nherf4b_ChrAur2,turquoise
nhlrc2,turquoise
nhp2,turquoise
nhsa,turquoise
nhsl1b,blue
nhsl2,blue
niban1b,turquoise
niban2a,blue
niban2b,blue
nicn1,blue
nid1a,blue
nid2a,blue
nif3l1,turquoise
nifk,green
nim1ka,brown
nim1kb,grey
nin,turquoise
ninj1_ChrAur1,turquoise
ninl,turquoise
nip7,turquoise
nipa1,grey
nipa2,turquoise
nipal2,turquoise
nipal3,turquoise
nipal4,blue
nipbla,turquoise
nipsnap1,green
nipsnap2_ChrAur1,turquoise
nipsnap2_ChrAur2,turquoise
nipsnap3a,turquoise
nisch,turquoise
nit1,turquoise
nit2,turquoise
nitr12_ChrAur5,grey
nkain1,turquoise
nkain2,blue
nkain4,blue
nkap,green
nkapd1,turquoise
nkd1,turquoise
nkd2b,blue
nkiras1,yellow
nkiras2,blue
nkrf,turquoise
nkx2.3_ChrAur2,turquoise
nkx2.5,grey
nkx3-2,turquoise
nkx6.2,turquoise
nle1,grey
nlgn2a,turquoise
nlgn2b,blue
nlgn3a,turquoise
nlgn4xb,blue
nlk1,yellow
nlk2,turquoise
nln,turquoise
nlrb5_ChrAur1,blue
nlrb5_ChrAur4,blue
nlrb5_ChrAur5,turquoise
nlrb5_ChrAur6,blue
nlrb5_ChrAur8,blue
nlrc10_ChrAur1,blue
nlrc10_ChrAur2,turquoise
nlrc10_ChrAur3,blue
nlrc3,blue
nlrc3l1,turquoise
nlrc5,blue
nlrx1,blue
nmd3,grey
nme2b.1_ChrAur1,turquoise
nme2b.1_ChrAur2,turquoise
nme3,blue
nme4,turquoise
nme5,brown
nme6,turquoise
nme7,turquoise
nme9,red
nmi,blue
nmnat1,turquoise
nmnat2,turquoise
nmt1a,turquoise
nmt2,brown
nnr_ChrAur1,grey
nnt,blue
nnt2,turquoise
noa1,turquoise
nob1,turquoise
noc2l,turquoise
noc4l,turquoise
nocta,turquoise
noctb,turquoise
nod1,blue
nod2,blue
nol10,turquoise
nol11,turquoise
nol12,turquoise
nol6,turquoise
nol7,turquoise
nol8,turquoise
nol9,turquoise
nolc1,turquoise
nom1,turquoise
nomo,blue
nono,turquoise
nop10,turquoise
nop14,turquoise
nop16,turquoise
nop2,turquoise
nop53,turquoise
nop56,turquoise
nop58,turquoise
nop9,green
nopchap1,turquoise
nos1,turquoise
nos1apa,green
nos1apb,brown
nosip,green
notch1b_ChrAur1,blue
notch1b_ChrAur2,blue
notch2,blue
notch3,blue
notchl,blue
noto,turquoise
nots,grey
nova2,blue
nox1,grey
nox4,turquoise
nox5,grey
noxa1,turquoise
noxo1a,brown
noxred1,turquoise
npas1,brown
npas2,turquoise
npat,blue
npc1,blue
npc1l1,yellow
npc2.1,turquoise
npdc1a,blue
npdc1b,turquoise
npepl1,turquoise
npepps,turquoise
nphp1,blue
nphp3,turquoise
nphp4,grey
nphs1,turquoise
nphs2,turquoise
npl,turquoise
nploc4,turquoise
npm1a,turquoise
npm1b,blue
npm3,turquoise
npnta,blue
npr1a,blue
npr2,turquoise
npr3,turquoise
nprl2,turquoise
nprl3,turquoise
nptna,turquoise
nptnb,blue
nptx1l_ChrAur1,grey
nptx1l_ChrAur2,turquoise
npy7r_ChrAur2,grey
npy8br,blue
nr0b1,blue
nr1d2a,blue
nr1d2b,blue
nr1d4a,turquoise
nr1d4b,grey
nr1h3,blue
nr1h5,brown
nr1i2_ChrAur2,grey
nr2c1,turquoise
nr2c2,blue
nr2c2ap,turquoise
nr2e3_ChrAur1,brown
nr2f1a,blue
nr2f2,blue
nr2f5,turquoise
nr2f6a_ChrAur1,blue
nr2f6a_ChrAur2,blue
nr3c1,blue
nr3c2,grey
nr4a1,brown
nr4a2a,turquoise
nr4a3,turquoise
nr5a1b,blue
nr5a2,turquoise
nr6a1a,turquoise
nradd,blue
nrap,turquoise
nrbf2b,turquoise
nrbp1_ChrAur1,blue
nrbp1_ChrAur2,turquoise
nrbp2a,blue
nrcama_ChrAur1,brown
nrcama_ChrAur2,turquoise
nrd1a,turquoise
nrd1b,green
nrde2,turquoise
nrf1,turquoise
nrg2a,turquoise
nrg2b,turquoise
nrg3b,turquoise
nrip1b,blue
nrip2,blue
nrm,grey
nrp1a,blue
nrp1a_ChrAur1,blue
nrp2b,grey
nrros,blue
nrxn1a_ChrAur1,turquoise
nrxn1a_ChrAur2,turquoise
nrxn2a,turquoise
nrxn2b,turquoise
nsa2,black
nsd1a,blue
nsd1b,blue
nsd2,blue
nsd3,turquoise
nsdhl,blue
nsfa_ChrAur1,brown
nsfa_ChrAur2,turquoise
nsfl1c,turquoise
nsg2,blue
nsl1,turquoise
nsmaf,turquoise
nsmce1,turquoise
nsmce2,turquoise
nsmce4a,turquoise
nsmfb,turquoise
nsrp1,yellow
nsun2,turquoise
nsun3,turquoise
nsun4,turquoise
nsun5,turquoise
nsun6,turquoise
nt5c2a_ChrAur1,blue
nt5c2a_ChrAur2,blue
nt5c2l1,turquoise
nt5c3a,blue
nt5dc1,blue
nt5dc2,grey
nt5dc3,blue
nt5e_ChrAur1,turquoise
nt5e_ChrAur2,turquoise
ntan1,turquoise
ntaq1,brown
ntd5,turquoise
nthl1,turquoise
ntmt1,turquoise
ntmt2,grey
ntn1a,turquoise
ntn2,turquoise
ntn4_ChrAur1,blue
ntn4_ChrAur2,blue
ntn5,grey
ntng1a,grey
ntpcr,turquoise
ntrk1,turquoise
ntrk2a,blue
ntrk2b,blue
ntrk3b,brown
nuak1b,blue
nuak2,turquoise
nub1,yellow
nubp1,green
nubp2,turquoise
nubpl,blue
nucb1,blue
nucb2a,blue
nucb2b,grey
nucks1a_ChrAur1,blue
nucks1a_ChrAur2,turquoise
nudc,turquoise
nudcd1,turquoise
nudcd2,blue
nudcd3,turquoise
nudt1,grey
nudt12,turquoise
nudt13,turquoise
nudt14,grey
nudt17,turquoise
nudt18,turquoise
nudt19,turquoise
nudt2,turquoise
nudt21,turquoise
nudt22,grey
nudt3b,turquoise
nudt4b,turquoise
nudt5,turquoise
nudt6,turquoise
nudt7,turquoise
nudt8,turquoise
nudt9,blue
nuf2,turquoise
nufip1,turquoise
nufip2,yellow
nuggc.1,turquoise
numa1_ChrAur1,blue
numa1_ChrAur2,turquoise
numb,blue
numbl,turquoise
nup107,turquoise
nup133,turquoise
nup153,blue
nup155,turquoise
nup160_ChrAur1,turquoise
nup160_ChrAur2,turquoise
nup188,turquoise
nup205,turquoise
nup210,yellow
nup214,grey
nup35,turquoise
nup42,turquoise
nup43,turquoise
nup50,turquoise
nup54,turquoise
nup58,black
nup62l,turquoise
nup85,turquoise
nup88,blue
nup98,grey
nupr1b,turquoise
nus1,turquoise
nusap1,turquoise
nutf2_ChrAur1,turquoise
nutf2_ChrAur2,turquoise
nvl,turquoise
nwd1_ChrAur1,turquoise
nwd1_ChrAur2,turquoise
nwd2,brown
nxn,brown
nxnl2,turquoise
nxpe3_ChrAur1,turquoise
nxpe3_ChrAur3,grey
nxph1_ChrAur2,grey
nxph4,brown
nxt2,turquoise
nyap1,turquoise
nyap2b,turquoise
nyx,turquoise
oacyl,brown
oafa,turquoise
oard1,turquoise
oat,turquoise
oatx,yellow
oaz1a,blue
oaz1b,turquoise
oaz2a,brown
obi1_ChrAur1,turquoise
obi1_ChrAur2,turquoise
obscna,blue
obsl1a,grey
obsl1b,turquoise
oca2,turquoise
ociad2,turquoise
oclna,turquoise
oclnb,turquoise
ocrl,turquoise
odad1,grey
odad2,brown
odad4,brown
odc1,turquoise
odf2a,brown
odr4,turquoise
ofcc1,brown
ofd1,turquoise
oga,blue
ogal,brown
ogdha,turquoise
ogdhb,brown
ogdhl,brown
ogfod1,turquoise
ogfod2,green
ogfod3,turquoise
ogfr,turquoise
ogfr1,turquoise
ogfrl1,brown
ogg1,turquoise
ognb,blue
ogt.1,blue
oip5,turquoise
ola1_ChrAur1,grey
ola1_ChrAur2,turquoise
olah,turquoise
olfm1b,turquoise
olfm3a,brown
olfml1,blue
olfml2a,blue
olfml2bb,turquoise
olfml3a,blue
olig2,grey
onecut2,grey
opa1,blue
opa3,grey
opcml,brown
ophn1,blue
oplah,turquoise
opn1mw3_ChrAur1,grey
opn1mw3_ChrAur2,red
opn1mw3_ChrAur6,grey
opn1sw2,turquoise
opn3,blue
opn4b,grey
opn4xb,blue
opn8c,blue
optn,turquoise
orai1b,turquoise
orai2,turquoise
orc1,turquoise
orc2,turquoise
orc3,turquoise
orc4,turquoise
orc5,turquoise
org,turquoise
ormdl1,turquoise
ormdl2,turquoise
ormdl3,turquoise
os9,turquoise
osbp2a,brown
osbp2b,turquoise
osbpl10b,brown
osbpl1a,blue
osbpl2a,blue
osbpl2b,brown
osbpl3b_ChrAur1,blue
osbpl3b_ChrAur2,turquoise
osbpl5,turquoise
osbpl6,blue
osbpl8,blue
osbpl9,blue
oscp1b,blue
oser1,turquoise
osgep,turquoise
osgepl1,turquoise
osgn1,turquoise
osmr,blue
osr1,blue
osr2,blue
ost4,yellow
ostc,turquoise
ostf1,grey
ostm1,turquoise
otc,turquoise
otoa,brown
otofa,blue
otofb_ChrAur2,blue
otog,yellow
otogl,brown
otop1,grey
otop2_ChrAur2,turquoise
otub1b,turquoise
otud3,turquoise
otud4,turquoise
otud5a,green
otud6b,turquoise
otud7a_ChrAur1,grey
otud7a_ChrAur2,grey
otud7b,blue
otulina,turquoise
otulinb,blue
otx1_ChrAur1,turquoise
otx1_ChrAur2,turquoise
otx2b_ChrAur1,grey
ovca2,turquoise
ovch1,turquoise
ovol1a,green
oxa1l,turquoise
oxct1a,turquoise
oxld1,turquoise
oxnad1,blue
oxr1a,turquoise
oxsm,turquoise
oxsr1a_ChrAur1,yellow
oxsr1b,blue
p2rx1,blue
p2rx2,grey
p2rx5_ChrAur1,turquoise
p2rx5_ChrAur2,turquoise
p2rx7,blue
p2ry1,blue
p2ry10,blue
p2ry11,blue
p2ry12,blue
p2ry4,blue
p2ry6,blue
p2ry8,blue
p3h1,blue
p3h2,blue
p3h3,blue
p3h4,blue
p4ha1a,turquoise
p4ha1b,grey
p4ha2,turquoise
p4ha3,turquoise
p4hb,turquoise
p4htma,turquoise
p4htmb,brown
pa2g4a,turquoise
pa2g4b,turquoise
pabir2,brown
pabpc1a,yellow
pabpc1b,turquoise
pabpc1l,turquoise
pabpc4,blue
pabpn1,yellow
pabpn1l,turquoise
pacc1,turquoise
pacrg,turquoise
pacs1a,grey
pacs2,turquoise
pacsin1b,yellow
pacsin2,blue
pacsin3,turquoise
padi2,grey
paf1,turquoise
pafah1b1a,turquoise
pafah1b2,turquoise
pafah1b3,turquoise
pag1,turquoise
pagr1,turquoise
pah,grey
paics_ChrAur1,turquoise
paip1,black
paip2b_ChrAur1,turquoise
paip2b_ChrAur2,grey
pak1,turquoise
pak1ip1,turquoise
pak2a_ChrAur1,blue
pak2a_ChrAur2,turquoise
pak2b,turquoise
pak4,turquoise
pak5,blue
pak6,turquoise
pak6b,turquoise
palb2_ChrAur1,turquoise
palb2_ChrAur2,blue
pald1a,red
palld,blue
palm1a,turquoise
palm1b,turquoise
palm2akap2,turquoise
palm3,brown
palmda,yellow
pals1a,grey
pals2b,turquoise
pam,turquoise
pam16,turquoise
pamr1b,turquoise
pan2,turquoise
pan3,turquoise
pane1,blue
pank1a,brown
pank2,blue
pank4,turquoise
paox_ChrAur1,turquoise
paox_ChrAur2,turquoise
paplna,turquoise
paplnb,turquoise
papola_ChrAur1,grey
papolg,turquoise
pappa2,grey
pappaa,blue
papss1,blue
papss2b,blue
paqr3a,turquoise
paqr3b,grey
paqr4a,grey
paqr6,blue
paqr7a_ChrAur1,blue
paqr7b,turquoise
paqr8_ChrAur1,turquoise
pard3aa,turquoise
pard3ab,turquoise
pard3bb_ChrAur1,turquoise
pard3bb_ChrAur2,turquoise
pard6b,blue
pard6gb,turquoise
parga_ChrAur1,grey
parga_ChrAur2,turquoise
pargl,blue
park7,grey
parla,turquoise
parm1,blue
parn,turquoise
parp1,turquoise
parp10,blue
parp12a,turquoise
parp12b,blue
parp14rs1,blue
parp16,turquoise
parp2,blue
parp3,blue
parp4,turquoise
parp6b,turquoise
parp9,blue
parpbp,turquoise
pars2,turquoise
parvaa,blue
parvb,blue
parvg,blue
pask,blue
patj,turquoise
patl1,turquoise
patl2,turquoise
patz1,blue
pawr,turquoise
pax2a,turquoise
pax3a_ChrAur2,brown
pax4,brown
pax6a,turquoise
pax7a,black
paxbp1,turquoise
paxip1,turquoise
paxx,turquoise
pbdc1,turquoise
pbk,turquoise
pbrm1_ChrAur1,blue
pbrm1_ChrAur2,turquoise
pbx1a,blue
pbx1b,turquoise
pbx2,turquoise
pbx4_ChrAur1,blue
pbx4_ChrAur2,turquoise
pbxip1a,turquoise
pbxip1b,blue
pcare1,yellow
pcbd1,turquoise
pcbp2_ChrAur1,turquoise
pcbp2_ChrAur2,turquoise
pcbp3_fusion_1,turquoise
pcbp4,grey
pcca,turquoise
pccb,turquoise
pcdh10a,blue
pcdh10b,turquoise
pcdh12,blue
pcdh15a,yellow
pcdh15b,turquoise
pcdh18a,blue
pcdh18b,blue
pcdh19,blue
pcdh1a,brown
pcdh1b,turquoise
pcdh1g32,blue
pcdh1gc5,turquoise
pcdh2ac,turquoise
pcdh7a,turquoise
pcdh7b,blue
pcdh8,grey
pcdh9,yellow
pcdhb,turquoise
pcf11,turquoise
pcgf1,turquoise
pcgf3,blue
pcgf5b,blue
pcgf6,turquoise
pcid2,turquoise
pcif1,turquoise
pck1,brown
pck2,turquoise
pclaf,turquoise
pclob_ChrAur1,grey
pclob_ChrAur2,brown
pcm1,grey
pcmt,grey
pcmtd1,turquoise
pcmtl,turquoise
pcna,turquoise
pcnp,grey
pcnt_ChrAur1,turquoise
pcnt_ChrAur2,blue
pcnx1,turquoise
pcnx2,blue
pcnx4,turquoise
pcolce2b,brown
pcolcea,blue
pcolceb,turquoise
pcsk1,grey
pcsk5a,yellow
pcsk5b,blue
pcsk7,grey
pcsk9,blue
pctp,blue
pcxa,turquoise
pcyox1,grey
pcyt1aa,brown
pcyt1ba,brown
pcyt2_ChrAur1,turquoise
pdap1a,turquoise
pdap1b,turquoise
pdcd10b_ChrAur1,green
pdcd10b_ChrAur2,turquoise
pdcd11,turquoise
pdcd2,turquoise
pdcd2l,turquoise
pdcd4a,turquoise
pdcd4b,turquoise
pdcd5,turquoise
pdcd6,grey
pdcd7,turquoise
pdcl,brown
pdcl3,turquoise
pde10a,blue
pde11a,brown
pde11al,turquoise
pde12,turquoise
pde1a,grey
pde1cb,brown
pde2a,blue
pde3a,grey
pde3b,blue
pde4a,blue
pde4ba_ChrAur1,blue
pde4ba_ChrAur2,turquoise
pde4ca_ChrAur1,blue
pde4ca_ChrAur2,turquoise
pde4d,brown
pde4dip,turquoise
pde5aa,brown
pde5ab,blue
pde6a,blue
pde6c_ChrAur1,grey
pde6c_ChrAur2,grey
pde6d,turquoise
pde7a,turquoise
pde8a,turquoise
pde8b,grey
pde9aa,turquoise
pdf,turquoise
pdgfaa,turquoise
pdgfab,turquoise
pdgfba,blue
pdgfbb,blue
pdgfc,blue
pdgfd,turquoise
pdgfra,blue
pdgfrb_ChrAur1,blue
pdgfrb_ChrAur2,blue
pdgfrl,blue
pdha1a_ChrAur1,turquoise
pdha1a_ChrAur2,turquoise
pdhb,turquoise
pdhx,turquoise
pdia2,turquoise
pdia3,yellow
pdia4,turquoise
pdia5,turquoise
pdia6,turquoise
pdia8,turquoise
pdik1l,yellow
pdk1,brown
pdk2a,turquoise
pdk3a,blue
pdk4,blue
pdlim1,turquoise
pdlim2,turquoise
pdlim3a,blue
pdlim4,turquoise
pdlim5a,turquoise
pdlim5b,turquoise
pdlim7,green
pdp1,turquoise
pdp2,turquoise
pdpk1b,turquoise
pdpr,turquoise
pdrg1,green
pds5a,turquoise
pds5b,turquoise
pdss1,turquoise
pdss2,turquoise
pdx1,grey
pdxdc1,brown
pdxka,turquoise
pdxkb_ChrAur1,brown
pdxkb_ChrAur2,turquoise
pdxp,turquoise
pdyn,turquoise
pdzd11,grey
pdzd4_ChrAur1,turquoise
pdzd4_ChrAur2,grey
pdzd7a,brown
pdzd8,turquoise
pdzk1ip1,turquoise
pdzrn3b,blue
peak1,blue
pear1,turquoise
pebp1,black
pebp4,turquoise
pecam1,blue
pecam1b,turquoise
pecr,blue
peds1_ChrAur1,green
peds1_ChrAur2,turquoise
pef1,blue
peli1b_ChrAur1,turquoise
peli1b_ChrAur2,turquoise
peli2,grey
peli3,turquoise
pelo,turquoise
pelp1,turquoise
pemt,blue
pepd,brown
per1b,blue
per2,turquoise
per3,blue
perm1a,brown
perp,blue
pes,grey
pet117,grey
pex1,turquoise
pex10,green
pex11a,turquoise
pex11b,turquoise
pex11g,turquoise
pex12,grey
pex13,turquoise
pex14,turquoise
pex16,turquoise
pex19,turquoise
pex2,turquoise
pex26,turquoise
pex3,blue
pex5,turquoise
pex6,turquoise
pex7,red
pfas,turquoise
pfdn1,turquoise
pfdn2,turquoise
pfdn4,turquoise
pfdn5,turquoise
pfdn6,blue
pfkfb1_ChrAur1,grey
pfkfb1_ChrAur2,turquoise
pfkfb2a,turquoise
pfkfb2b,yellow
pfkfb3,turquoise
pfkfb4a_ChrAur1,grey
pfkfb4a_ChrAur2,green
pfkla,turquoise
pfkpa,blue
pfkpb,turquoise
pfn1,blue
pfn2a_ChrAur1,turquoise
pfn2a_ChrAur2,turquoise
pgam1a,blue
pgam1b,turquoise
pgam5,turquoise
pgap1,grey
pgap2,turquoise
pgap3,turquoise
pgap4,grey
pgap6,grey
pgbd5,turquoise
pgd,black
pgghg,brown
pggt1b,turquoise
pgk1,turquoise
pgls,turquoise
pgm1,blue
pgm2,grey
pgm2l1,grey
pgm3,turquoise
pgm5,blue
pgp,turquoise
pgpep1_ChrAur2,turquoise
pgr,blue
pgrmc1,turquoise
pgrmc2,turquoise
pgs1,turquoise
phactr1_ChrAur1,grey
phactr1_ChrAur2,turquoise
phactr2,turquoise
phactr3a,turquoise
phactr3b,turquoise
phactr4a,turquoise
phactr4b,brown
phaf1,turquoise
phax,blue
phb,turquoise
phb2a,turquoise
phc1,turquoise
phc2b,turquoise
phc3,blue
pheta1,turquoise
phex,blue
phf1,blue
phf10,grey
phf11,turquoise
phf12b,turquoise
phf13,turquoise
phf14,turquoise
phf19,turquoise
phf2,blue
phf20a,turquoise
phf21ab,turquoise
phf21b,turquoise
phf23b,yellow
phf24,grey
phf3_ChrAur1,blue
phf3_ChrAur2,turquoise
phf5a,turquoise
phf6,turquoise
phf8,turquoise
phgdh,turquoise
phip,blue
phka1a,blue
phka2,turquoise
phkb,turquoise
phkg2,turquoise
phlda1,brown
phlda2,turquoise
phlda3,grey
phldb1a,turquoise
phldb1b,grey
phldb2a,blue
phldb2b,turquoise
phlpp1_ChrAur1,turquoise
phlpp1_ChrAur2,grey
phlpp2,turquoise
pho,turquoise
phospho1_ChrAur1,grey
phospho2,grey
phpt1,turquoise
phrf1,blue
phtf1,green
phtf2,green
phyh,grey
phyhd1,turquoise
phyhiplb_ChrAur2,grey
pi15a,turquoise
pi4k2a,blue
pi4k2b,turquoise
pi4kaa_ChrAur1,turquoise
pi4kaa_ChrAur2,turquoise
pi4kb,turquoise
pias1b_ChrAur1,yellow
pias1b_ChrAur2,grey
pias2,brown
pias4a,turquoise
pibf1,blue
picalma,turquoise
picalmb,grey
pick1,turquoise
pid1,blue
pidd1,turquoise
pierce1,red
pierce2,brown
piezo1,blue
piezo2,blue
pif1,turquoise
piga,turquoise
pigb,blue
pigbos1,green
pigc,turquoise
pigf,green
pigg,turquoise
pigh,turquoise
pigk,turquoise
pigl,turquoise
pigm,turquoise
pign,turquoise
pigo,turquoise
pigp,turquoise
pigq,turquoise
pigr,blue
pigs,turquoise
pigt,turquoise
pigu,turquoise
pigv,turquoise
pigw,grey
pigx,turquoise
pih1d1,turquoise
pih1d2,grey
pik3ap1,blue
pik3c2a,turquoise
pik3c2b,blue
pik3c2g,grey
pik3c3,blue
pik3ca_ChrAur1,turquoise
pik3ca_ChrAur2,turquoise
pik3cb,brown
pik3cd,blue
pik3cg,turquoise
pik3ip1,blue
pik3r1_ChrAur1,blue
pik3r1_ChrAur2,turquoise
pik3r2,blue
pik3r3b,turquoise
pik3r4,grey
pik3r5,blue
pik3r6a_ChrAur2,brown
pik3r6b,turquoise
pikfyve,turquoise
pim1,blue
